stress_test,method,measurement,n_cells,n_test_variants,empirical_coverage,coverage_gap,mean_interval_width,included_cells
herlev_heavy_degradation_fallback,global,nc_ratio,4,736,0.8668478260869565,-0.03315217391304348,0.8490106589107292,contrast_change=1.5;gaussian_blur=3.0;gaussian_noise=30.0;low_resolution=0.25
herlev_heavy_degradation_fallback,mondrian,nc_ratio,4,736,0.9035326086956522,0.003532608695652195,1.0475230699841125,contrast_change=1.5;gaussian_blur=3.0;gaussian_noise=30.0;low_resolution=0.25
herlev_heavy_degradation_fallback,cqr,nc_ratio,4,736,0.8573369565217391,-0.04266304347826089,0.8253380334828284,contrast_change=1.5;gaussian_blur=3.0;gaussian_noise=30.0;low_resolution=0.25
herlev_heavy_degradation_fallback,global,circularity,4,733,0.8212824010914052,-0.07871759890859487,0.4859784350103577,contrast_change=1.5;gaussian_blur=3.0;gaussian_noise=30.0;low_resolution=0.25
herlev_heavy_degradation_fallback,mondrian,circularity,4,733,0.8676671214188267,-0.032332878581173286,0.5354436937534088,contrast_change=1.5;gaussian_blur=3.0;gaussian_noise=30.0;low_resolution=0.25
herlev_heavy_degradation_fallback,cqr,circularity,4,733,0.8744884038199181,-0.02551159618008192,0.28190357210380024,contrast_change=1.5;gaussian_blur=3.0;gaussian_noise=30.0;low_resolution=0.25
